0, 1, 42, 13, 35, 27, 0, 0, 46, 47, 32, 0, 16, 0, 0, 0, 0, 0, 8, 0, 0, 0, 38, 28, 0, 0, 42, 36, 24, 46, 29, 0, 0, 26, 44, 12, 49, 35, 26, 0, 40, 28, 8, 0, 38, 47, 0, 23, 0, 0
1, 0, 0, 23, 43, 0, 25, 39, 0, 49, 0, 0, 34, 3, 32, 24, 47, 0, 20, 20, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 47, 0, 6, 4, 42, 6, 0, 3, 25, 0, 0, 0, 0, 14, 0, 0, 14, 0, 24, 0
42, 0, 0, 0, 0, 0, 0, 0, 2, 3, 41, 0, 0, 0, 0, 0, 33, 0, 0, 0, 11, 6, 0, 8, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 43, 0, 28, 0, 0, 28, 25, 1, 0, 18, 28, 8, 0, 20
13, 23, 0, 0, 0, 0, 0, 26, 10, 31, 0, 10, 0, 24, 4, 9, 45, 0, 0, 49, 0, 41, 17, 0, 0, 6, 0, 0, 0, 28, 18, 23, 0, 0, 0, 44, 26, 0, 0, 48, 18, 3, 20, 38, 11, 17, 18, 0, 16, 24
35, 43, 0, 0, 0, 43, 8, 0, 35, 0, 10, 0, 37, 0, 0, 10, 0, 33, 0, 22, 0, 0, 24, 30, 0, 21, 0, 39, 7, 25, 0, 0, 18, 43, 0, 0, 49, 0, 35, 40, 46, 20, 5, 0, 0, 16, 33, 0, 0, 0
27, 0, 0, 0, 43, 0, 41, 49, 0, 0, 15, 0, 0, 32, 0, 0, 0, 28, 7, 38, 13, 0, 0, 47, 26, 13, 19, 29, 0, 46, 0, 0, 0, 0, 48, 44, 35, 0, 30, 6, 0, 0, 7, 0, 0, 0, 0, 15, 0, 0
0, 25, 0, 0, 8, 41, 0, 24, 42, 29, 41, 0, 35, 47, 28, 0, 0, 31, 4, 34, 0, 0, 29, 0, 48, 23, 48, 0, 20, 0, 0, 19, 0, 25, 1, 21, 43, 35, 0, 8, 0, 22, 26, 0, 32, 37, 26, 37, 15, 0
0, 39, 0, 26, 0, 49, 24, 0, 32, 43, 0, 0, 2, 9, 44, 0, 18, 18, 28, 0, 0, 0, 17, 41, 0, 47, 0, 0, 0, 0, 0, 0, 9, 0, 47, 14, 0, 0, 33, 25, 17, 0, 45, 3, 25, 0, 0, 6, 11, 8
46, 0, 2, 10, 35, 0, 42, 32, 0, 5, 30, 0, 39, 45, 0, 30, 39, 0, 0, 0, 0, 0, 1, 0, 24, 28, 0, 0, 0, 0, 0, 0, 9, 0, 6, 0, 28, 0, 0, 45, 23, 0, 1, 46, 32, 14, 0, 0, 17, 26
47, 49, 3, 31, 0, 0, 29, 43, 5, 0, 39, 38, 0, 38, 0, 0, 10, 0, 16, 40, 0, 0, 7, 0, 34, 0, 0, 0, 0, 16, 13, 46, 0, 0, 10, 3, 10, 15, 41, 0, 11, 0, 0, 8, 46, 35, 43, 42, 0, 13
32, 0, 41, 0, 10, 15, 41, 0, 30, 39, 0, 44, 0, 4, 0, 32, 0, 0, 0, 0, 4, 0, 42, 0, 17, 46, 6, 0, 0, 15, 0, 36, 3, 0, 14, 33, 0, 9, 44, 32, 0, 28, 0, 38, 0, 49, 6, 0, 0, 16
0, 0, 0, 10, 0, 0, 0, 0, 0, 38, 44, 0, 2, 0, 4, 0, 0, 32, 37, 0, 6, 0, 39, 1, 0, 0, 47, 18, 5, 23, 0, 27, 34, 0, 0, 0, 41, 7, 0, 33, 0, 0, 36, 0, 49, 0, 0, 2, 31, 3
16, 34, 0, 0, 37, 0, 35, 2, 39, 0, 0, 2, 0, 0, 33, 22, 0, 39, 0, 23, 0, 0, 0, 41, 0, 28, 42, 23, 48, 15, 0, 42, 0, 45, 15, 0, 23, 23, 27, 48, 21, 15, 0, 7, 0, 31, 19, 0, 38, 12
0, 3, 0, 24, 0, 32, 47, 9, 45, 38, 4, 0, 0, 0, 0, 0, 42, 14, 39, 0, 32, 0, 39, 28, 0, 45, 0, 30, 28, 0, 15, 8, 38, 21, 11, 38, 0, 0, 33, 0, 0, 19, 43, 0, 0, 45, 22, 0, 43, 25
0, 32, 0, 4, 0, 0, 28, 44, 0, 0, 0, 4, 33, 0, 0, 27, 3, 29, 0, 27, 11, 20, 0, 23, 4, 0, 15, 0, 7, 43, 44, 0, 0, 0, 21, 15, 0, 0, 0, 0, 2, 0, 19, 36, 0, 0, 0, 0, 0, 26
0, 24, 0, 9, 10, 0, 0, 0, 30, 0, 32, 0, 22, 0, 27, 0, 0, 0, 0, 12, 41, 49, 23, 0, 36, 0, 38, 0, 0, 44, 12, 0, 13, 0, 1, 0, 0, 33, 22, 0, 0, 0, 3, 0, 26, 0, 12, 0, 26, 0
0, 47, 33, 45, 0, 0, 0, 18, 39, 10, 0, 0, 0, 42, 3, 0, 0, 0, 0, 25, 0, 0, 0, 0, 47, 0, 7, 0, 0, 0, 0, 0, 0, 22, 5, 29, 42, 36, 0, 8, 33, 0, 43, 36, 0, 43, 0, 0, 16, 0
0, 0, 0, 0, 33, 28, 31, 18, 0, 0, 0, 32, 39, 14, 29, 0, 0, 0, 0, 6, 16, 9, 0, 0, 29, 0, 0, 15, 32, 0, 24, 32, 0, 0, 22, 47, 3, 17, 0, 32, 21, 0, 9, 9, 41, 0, 0, 0, 13, 41
8, 20, 0, 0, 0, 7, 4, 28, 0, 16, 0, 37, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 37, 49, 18, 35, 3, 0, 0, 36, 0, 11, 0, 8, 0, 27, 48, 33, 0, 0, 0, 34, 18, 0, 24
0, 20, 0, 49, 22, 38, 34, 0, 0, 40, 0, 0, 23, 0, 27, 12, 25, 6, 0, 0, 0, 0, 0, 26, 5, 0, 30, 0, 15, 0, 0, 0, 0, 0, 23, 19, 0, 35, 22, 20, 15, 8, 18, 0, 41, 0, 2, 0, 33, 0
0, 0, 11, 0, 0, 13, 0, 0, 0, 0, 4, 6, 0, 32, 11, 41, 0, 16, 0, 0, 0, 18, 31, 0, 33, 0, 0, 0, 0, 30, 1, 0, 0, 14, 0, 0, 24, 35, 0, 0, 47, 9, 0, 27, 0, 37, 21, 0, 0, 44
0, 0, 6, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 49, 0, 9, 0, 0, 18, 0, 30, 0, 0, 41, 0, 0, 10, 0, 0, 0, 27, 0, 1, 23, 45, 0, 0, 0, 0, 0, 12, 0, 17, 0, 13, 38, 0, 2
38, 49, 0, 17, 24, 0, 29, 17, 1, 7, 42, 39, 0, 39, 0, 23, 0, 0, 10, 0, 31, 30, 0, 0, 0, 0, 46, 44, 5, 21, 0, 32, 36, 23, 17, 0, 0, 38, 41, 0, 1, 0, 23, 33, 0, 0, 0, 22, 28, 0
