0, 0, 12, 0, 0, 0, 0, 0, 19, 0, 9, 13, 0, 0, 22, 12, 24, 10, 0, 15, 0, 0, 0, 0, 0
0, 0, 15, 20, 0, 2, 15, 0, 3, 24, 5, 0, 4, 8, 7, 0, 5, 0, 13, 0, 21, 18, 22, 0, 0
12, 15, 0, 0, 22, 0, 19, 5, 5, 24, 0, 0, 3, 0, 15, 0, 22, 0, 5, 23, 11, 12, 24, 0, 4
0, 20, 0, 0, 0, 0, 24, 8, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 7, 23, 12, 14, 3
0, 0, 22, 0, 0, 3, 0, 20, 14, 0, 0, 16, 0, 0, 0, 17, 23, 10, 0, 0, 0, 22, 0, 0, 3
0, 2, 0, 0, 3, 0, 0, 15, 17, 0, 0, 15, 0, 14, 14, 0, 20, 0, 24, 0, 23, 8, 2, 0, 0
0, 15, 19, 24, 0, 0, 0, 0, 6, 12, 0, 1, 16, 12, 15, 0, 0, 17, 24, 0, 15, 2, 24, 0, 24
0, 0, 5, 8, 20, 15, 0, 0, 16, 23, 0, 0, 7, 0, 0, 0, 0, 22, 23, 17, 23, 24, 14, 0, 18
19, 3, 5, 0, 14, 17, 6, 16, 0, 0, 17, 0, 0, 0, 0, 21, 0, 16, 0, 0, 20, 0, 17, 0, 0
0, 24, 24, 0, 0, 0, 12, 23, 0, 0, 0, 24, 0, 0, 3, 0, 0, 0, 0, 0, 19, 17, 0, 6, 0
9, 5, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 13, 11, 0, 18, 24, 8, 0, 16, 17, 8, 0, 0, 0
13, 0, 0, 0, 16, 15, 1, 0, 0, 24, 0, 0, 0, 0, 12, 2, 0, 0, 24, 0, 0, 0, 20, 0, 16
0, 4, 3, 4, 0, 0, 16, 7, 0, 0, 13, 0, 0, 0, 20, 5, 0, 0, 14, 21, 18, 20, 0, 18, 0
0, 8, 0, 0, 0, 14, 12, 0, 0, 0, 11, 0, 0, 0, 5, 0, 11, 20, 24, 18, 0, 8, 0, 0, 0
22, 7, 15, 0, 0, 14, 15, 0, 0, 3, 0, 12, 20, 5, 0, 0, 0, 0, 21, 0, 0, 0, 5, 0, 8
12, 0, 0, 0, 17, 0, 0, 0, 21, 0, 18, 2, 5, 0, 0, 0, 4, 16, 0, 0, 0, 6, 0, 0, 0
24, 5, 22, 0, 23, 20, 0, 0, 0, 0, 24, 0, 0, 11, 0, 4, 0, 10, 4, 19, 17, 0, 0, 14, 0
10, 0, 0, 0, 10, 0, 17, 22, 16, 0, 8, 0, 0, 20, 0, 16, 10, 0, 0, 20, 0, 2, 0, 0, 8
0, 13, 5, 0, 0, 24, 24, 23, 0, 0, 0, 24, 14, 24, 21, 0, 4, 0, 0, 0, 24, 0, 0, 11, 0
15, 0, 23, 0, 0, 0, 0, 17, 0, 0, 16, 0, 21, 18, 0, 0, 19, 20, 0, 0, 0, 0, 7, 0, 6
0, 21, 11, 7, 0, 23, 15, 23, 20, 19, 17, 0, 18, 0, 0, 0, 17, 0, 24, 0, 0, 16, 0, 0, 0
0, 18, 12, 23, 22, 8, 2, 24, 0, 17, 8, 0, 20, 8, 0, 6, 0, 2, 0, 0, 16, 0, 0, 3, 0
0, 22, 24, 12, 0, 2, 24, 14, 17, 0, 0, 20, 0, 0, 5, 0, 0, 0, 0, 7, 0, 0, 0, 17, 0
0, 0, 0, 14, 0, 0, 0, 0, 0, 6, 0, 0, 18, 0, 0, 0, 14, 0, 11, 0, 0, 3, 17, 0, 11
0, 0, 4, 3, 3, 0, 24, 18, 0, 0, 0, 16, 0, 0, 8, 0, 0, 8, 0, 6, 0, 0, 0, 11, 0
